State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
MD,Maryland,2016,November,12 month-ending,Number of Drug Overdose Deaths,"1,997",100,0.0186096522,
MD,Maryland,2016,December,12 month-ending,Number of Drug Overdose Deaths,"2,074",100,0.0184877057,
MD,Maryland,2017,January,12 month-ending,Number of Drug Overdose Deaths,"2,174",100,0.0224279248,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Number of Drug Overdose Deaths,"2,188",100,0.0243877655,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Number of Drug Overdose Deaths,"2,230",100,0.0282794005,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Number of Drug Overdose Deaths,"2,263",100,0.0443610993,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Number of Drug Overdose Deaths,"2,257",100,0.070601525,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Percent with drugs specified,98.6085343228,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Percent with drugs specified,98.7443946188,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Percent with drugs specified,98.6713906112,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Percent with drugs specified,98.8444444444,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Percent with drugs specified,98.7686895339,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Percent with drugs specified,98.5048372911,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Percent with drugs specified,98.6910994764,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,Percent with drugs specified,98.4602224123,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Percent with drugs specified,98.4323432343,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Percent with drugs specified,98.481215028,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Percent with drugs specified,98.2839313573,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Percent with drugs specified,98.4090909091,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Percent with drugs specified,98.5418265541,100,0.0214509417,
MD,Maryland,2016,February,12 month-ending,Percent with drugs specified,98.6526946108,100,0.0214183212,
MD,Maryland,2016,March,12 month-ending,Percent with drugs specified,98.7690079652,100,0.0214169451,
MD,Maryland,2016,April,12 month-ending,Percent with drugs specified,98.6477349561,100,0.0191893563,
MD,Maryland,2016,May,12 month-ending,Percent with drugs specified,98.8607594937,100,0.0233754091,
MD,Maryland,2016,June,12 month-ending,Percent with drugs specified,98.752228164,100,0.0254647313,
MD,Maryland,2016,July,12 month-ending,Percent with drugs specified,98.8054607509,100,0.0274731081,
MD,Maryland,2016,August,12 month-ending,Percent with drugs specified,98.8095238095,100,0.0273384926,
MD,Maryland,2016,September,12 month-ending,Percent with drugs specified,98.8463555322,100,0.0250657977,
MD,Maryland,2016,October,12 month-ending,Percent with drugs specified,98.766066838,100,0.0228909144,
MD,Maryland,2016,November,12 month-ending,Percent with drugs specified,98.8983475213,100,0.0186096522,
MD,Maryland,2016,December,12 month-ending,Percent with drugs specified,98.7945998071,100,0.0184877057,
MD,Maryland,2017,January,12 month-ending,Percent with drugs specified,98.7120515179,100,0.0224279248,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Percent with drugs specified,98.5831809872,100,0.0243877655,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Percent with drugs specified,98.5201793722,100,0.0282794005,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Percent with drugs specified,98.4533804684,100,0.0443610993,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Percent with drugs specified,98.4935755428,100,0.070601525,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),17,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),16,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0.0214509417,
MD,Maryland,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0.0214183212,
MD,Maryland,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0.0214169451,
MD,Maryland,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0.0191893563,
MD,Maryland,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0.0233754091,
MD,Maryland,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0.0254647313,
MD,Maryland,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0.0274731081,
MD,Maryland,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),38,100,0.0273384926,
MD,Maryland,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),42,100,0.0250657977,
MD,Maryland,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),44,100,0.0228909144,
MD,Maryland,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),42,100,0.0186096522,
MD,Maryland,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),46,100,0.0184877057,
MD,Maryland,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),48,100,0.0224279248,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),47,100,0.0243877655,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100,0.0282794005,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),54,100,0.0443610993,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),55,100,0.070601525,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",237,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",259,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",263,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",244,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",233,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",227,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",231,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",243,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",268,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",299,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",330,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",373,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",386,100,0.0214509417,
MD,Maryland,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",421,100,0.0214183212,
MD,Maryland,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",449,100,0.0214169451,
MD,Maryland,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",521,100,0.0191893563,
MD,Maryland,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",617,100,0.0233754091,
MD,Maryland,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",706,100,0.0254647313,
MD,Maryland,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",778,100,0.0274731081,
MD,Maryland,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",845,100,0.0273384926,
MD,Maryland,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",913,100,0.0250657977,
MD,Maryland,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",974,100,0.0228909144,
MD,Maryland,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,040",100,0.0186096522,
MD,Maryland,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,122",100,0.0184877057,
MD,Maryland,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,224",100,0.0224279248,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,270",100,0.0243877655,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,339",100,0.0282794005,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,391",100,0.0443610993,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,417",100,0.070601525,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Cocaine (T40.5),22,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Cocaine (T40.5),25,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Cocaine (T40.5),23,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Cocaine (T40.5),24,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Cocaine (T40.5),24,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Cocaine (T40.5),22,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Cocaine (T40.5),21,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Cocaine (T40.5),23,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Cocaine (T40.5),26,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Cocaine (T40.5),28,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Cocaine (T40.5),33,100,0,
ME,Maine,2015,December,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,January,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,February,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,March,12 month-ending,Cocaine (T40.5),34,100,0,
ME,Maine,2016,April,12 month-ending,Cocaine (T40.5),39,100,0,
ME,Maine,2016,May,12 month-ending,Cocaine (T40.5),43,100,0,
ME,Maine,2016,June,12 month-ending,Cocaine (T40.5),48,100,0,
ME,Maine,2016,July,12 month-ending,Cocaine (T40.5),51,100,0,
ME,Maine,2016,August,12 month-ending,Cocaine (T40.5),54,100,0,
ME,Maine,2016,September,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2016,October,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2016,November,12 month-ending,Cocaine (T40.5),57,100,0,
ME,Maine,2016,December,12 month-ending,Cocaine (T40.5),59,100,0,
ME,Maine,2017,January,12 month-ending,Cocaine (T40.5),61,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Cocaine (T40.5),63,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Cocaine (T40.5),67,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Cocaine (T40.5),67,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Cocaine (T40.5),64,100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Heroin (T40.1),38,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Heroin (T40.1),40,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Heroin (T40.1),42,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Heroin (T40.1),46,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Heroin (T40.1),45,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Heroin (T40.1),44,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Heroin (T40.1),48,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Heroin (T40.1),48,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Heroin (T40.1),49,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Heroin (T40.1),51,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Heroin (T40.1),55,100,0,
ME,Maine,2015,December,12 month-ending,Heroin (T40.1),53,100,0,
ME,Maine,2016,January,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,February,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,March,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,April,12 month-ending,Heroin (T40.1),50,100,0,
ME,Maine,2016,May,12 month-ending,Heroin (T40.1),52,100,0,
ME,Maine,2016,June,12 month-ending,Heroin (T40.1),54,100,0,
ME,Maine,2016,July,12 month-ending,Heroin (T40.1),57,100,0,
ME,Maine,2016,August,12 month-ending,Heroin (T40.1),59,100,0,
ME,Maine,2016,September,12 month-ending,Heroin (T40.1),56,100,0,
ME,Maine,2016,October,12 month-ending,Heroin (T40.1),51,100,0,
ME,Maine,2016,November,12 month-ending,Heroin (T40.1),52,100,0,
ME,Maine,2016,December,12 month-ending,Heroin (T40.1),54,100,0,
ME,Maine,2017,January,12 month-ending,Heroin (T40.1),55,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Heroin (T40.1),55,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Heroin (T40.1),53,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Heroin (T40.1),50,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Heroin (T40.1),47,100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Methadone (T40.3),35,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Methadone (T40.3),35,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Methadone (T40.3),36,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Methadone (T40.3),41,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Methadone (T40.3),40,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Methadone (T40.3),39,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Methadone (T40.3),40,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Methadone (T40.3),39,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Methadone (T40.3),41,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Methadone (T40.3),41,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2015,December,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2016,January,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,February,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,March,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,April,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,May,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,June,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,July,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,August,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,September,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,October,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,November,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,December,12 month-ending,Methadone (T40.3),39,100,0,
ME,Maine,2017,January,12 month-ending,Methadone (T40.3),40,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Methadone (T40.3),40,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Methadone (T40.3),39,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Methadone (T40.3),37,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Methadone (T40.3),33,100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),82,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),88,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),96,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),99,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),95,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),99,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),104,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),95,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0,
ME,Maine,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0,
ME,Maine,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),108,100,0,
ME,Maine,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),104,100,0,
ME,Maine,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),103,100,0,
ME,Maine,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),111,100,0,
ME,Maine,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),116,100,0,
ME,Maine,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),120,100,0,
ME,Maine,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),123,100,0,
ME,Maine,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),128,100,0,
ME,Maine,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),124,100,0,
ME,Maine,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),126,100,0,
ME,Maine,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),124,100,0,
ME,Maine,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),132,100,0,
ME,Maine,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),134,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),134,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),131,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),129,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),126,100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Number of Deaths,"13,627",100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Number of Deaths,"13,845",100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Number of Deaths,"13,901",100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Number of Deaths,"13,993",100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Number of Deaths,"14,023",100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Number of Deaths,"14,016",100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Number of Deaths,"14,052",100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Number of Deaths,"14,179",100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Number of Deaths,"14,296",100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Number of Deaths,"14,368",100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Number of Deaths,"14,367",100,0,
ME,Maine,2015,December,12 month-ending,Number of Deaths,"14,324",100,0,
ME,Maine,2016,January,12 month-ending,Number of Deaths,"14,129",100,0,
ME,Maine,2016,February,12 month-ending,Number of Deaths,"13,952",100,0,
ME,Maine,2016,March,12 month-ending,Number of Deaths,"13,897",100,0,
ME,Maine,2016,April,12 month-ending,Number of Deaths,"13,868",100,0,
ME,Maine,2016,May,12 month-ending,Number of Deaths,"13,964",100,0,
ME,Maine,2016,June,12 month-ending,Number of Deaths,"14,059",100,0,
ME,Maine,2016,July,12 month-ending,Number of Deaths,"14,044",100,0,
ME,Maine,2016,August,12 month-ending,Number of Deaths,"14,005",100,0,
ME,Maine,2016,September,12 month-ending,Number of Deaths,"13,937",100,0,
ME,Maine,2016,October,12 month-ending,Number of Deaths,"13,923",100,0,
ME,Maine,2016,November,12 month-ending,Number of Deaths,"13,983",100,0,
ME,Maine,2016,December,12 month-ending,Number of Deaths,"14,069",100,0,
ME,Maine,2017,January,12 month-ending,Number of Deaths,"14,136",100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Number of Deaths,"14,224",100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Number of Deaths,"14,326",100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Number of Deaths,"14,446",100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Number of Deaths,"14,341",100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Number of Drug Overdose Deaths,213,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Number of Drug Overdose Deaths,218,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Number of Drug Overdose Deaths,230,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Number of Drug Overdose Deaths,243,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Number of Drug Overdose Deaths,239,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Number of Drug Overdose Deaths,238,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Number of Drug Overdose Deaths,253,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Number of Drug Overdose Deaths,245,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Number of Drug Overdose Deaths,258,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Number of Drug Overdose Deaths,265,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Number of Drug Overdose Deaths,271,100,0,
ME,Maine,2015,December,12 month-ending,Number of Drug Overdose Deaths,267,100,0,
ME,Maine,2016,January,12 month-ending,Number of Drug Overdose Deaths,270,100,0,
ME,Maine,2016,February,12 month-ending,Number of Drug Overdose Deaths,271,100,0,
ME,Maine,2016,March,12 month-ending,Number of Drug Overdose Deaths,279,100,0,
ME,Maine,2016,April,12 month-ending,Number of Drug Overdose Deaths,290,100,0,
ME,Maine,2016,May,12 month-ending,Number of Drug Overdose Deaths,303,100,0,
ME,Maine,2016,June,12 month-ending,Number of Drug Overdose Deaths,327,100,0,
ME,Maine,2016,July,12 month-ending,Number of Drug Overdose Deaths,334,100,0,
ME,Maine,2016,August,12 month-ending,Number of Drug Overdose Deaths,345,100,0,
ME,Maine,2016,September,12 month-ending,Number of Drug Overdose Deaths,342,100,0,
ME,Maine,2016,October,12 month-ending,Number of Drug Overdose Deaths,337,100,0,
ME,Maine,2016,November,12 month-ending,Number of Drug Overdose Deaths,341,100,0,
ME,Maine,2016,December,12 month-ending,Number of Drug Overdose Deaths,357,100,0,
ME,Maine,2017,January,12 month-ending,Number of Drug Overdose Deaths,368,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Number of Drug Overdose Deaths,366,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Number of Drug Overdose Deaths,368,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Number of Drug Overdose Deaths,374,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Number of Drug Overdose Deaths,367,100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Percent with drugs specified,99.0610328638,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Percent with drugs specified,99.5412844037,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Percent with drugs specified,99.5652173913,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Percent with drugs specified,99.1769547325,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Percent with drugs specified,99.1631799163,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Percent with drugs specified,99.1596638655,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Percent with drugs specified,99.209486166,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Percent with drugs specified,99.1836734694,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Percent with drugs specified,99.2248062016,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Percent with drugs specified,98.8679245283,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Percent with drugs specified,98.5239852399,100,0,
ME,Maine,2015,December,12 month-ending,Percent with drugs specified,98.5018726592,100,0,
ME,Maine,2016,January,12 month-ending,Percent with drugs specified,98.5185185185,100,0,
MN,Minnesota,2016,August,12 month-ending,Number of Deaths,"42,560",100,0,
ME,Maine,2016,February,12 month-ending,Percent with drugs specified,98.5239852399,100,0,
ME,Maine,2016,March,12 month-ending,Percent with drugs specified,98.5663082437,100,0,
ME,Maine,2016,April,12 month-ending,Percent with drugs specified,98.9655172414,100,0,
ME,Maine,2016,May,12 month-ending,Percent with drugs specified,98.6798679868,100,0,
ME,Maine,2016,June,12 month-ending,Percent with drugs specified,98.7767584098,100,0,
ME,Maine,2016,July,12 month-ending,Percent with drugs specified,98.8023952096,100,0,
ME,Maine,2016,August,12 month-ending,Percent with drugs specified,99.1304347826,100,0,
ME,Maine,2016,September,12 month-ending,Percent with drugs specified,99.1228070175,100,0,
ME,Maine,2016,October,12 month-ending,Percent with drugs specified,99.1097922849,100,0,
ME,Maine,2016,November,12 month-ending,Percent with drugs specified,99.1202346041,100,0,
ME,Maine,2016,December,12 month-ending,Percent with drugs specified,99.1596638655,100,0,
ME,Maine,2017,January,12 month-ending,Percent with drugs specified,98.9130434783,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Percent with drugs specified,98.6338797814,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Percent with drugs specified,98.3695652174,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Percent with drugs specified,98.3957219251,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Percent with drugs specified,98.6376021798,100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),15,100,0.0587069788,
